date,1. open,2. high,3. low,4. close,5. volume,TickerName
2023-07-07,7.2100,7.8499,7.0200,7.1300,313454,GCT
2023-07-06,7.4000,7.4000,7.0100,7.3900,298419,GCT
2023-07-05,7.2700,7.5500,7.1746,7.4000,284705,GCT
2023-07-03,6.9400,7.3500,6.7000,7.1500,205364,GCT
2023-06-30,7.6300,7.6300,6.7500,6.7600,437766,GCT
2023-06-29,7.7100,7.8049,7.4600,7.5000,176420,GCT
2023-06-28,7.8000,7.9298,7.6300,7.6600,180887,GCT
2023-06-27,7.7000,8.0400,7.7000,7.8400,263927,GCT
2023-06-26,7.6300,7.8500,7.5395,7.7800,134588,GCT
2023-06-23,7.5600,7.8800,7.5500,7.7900,143746,GCT
2023-06-22,7.4100,7.8900,7.4100,7.8000,121051,GCT
2023-06-21,7.5600,7.6800,7.3700,7.5600,210097,GCT
2023-06-20,8.0800,8.0800,7.5200,7.6500,486746,GCT
2023-06-16,8.0600,8.2300,7.7300,8.0800,662065,GCT
2023-06-15,7.7300,7.9185,7.5800,7.8400,304851,GCT
2023-06-14,8.0100,9.1400,7.7100,7.8000,2701424,GCT
2023-06-13,7.5000,7.5500,7.3011,7.5000,404664,GCT
2023-06-12,7.0900,7.7200,7.0203,7.5000,846057,GCT
2023-06-09,6.9800,7.1000,6.8600,6.9800,310576,GCT
2023-06-08,6.9900,7.0500,6.9000,7.0000,470926,GCT
2023-06-07,6.8700,7.4899,6.7500,7.0000,654167,GCT
2023-06-06,6.7000,6.8600,6.7000,6.8000,325018,GCT
2023-06-05,6.8000,6.9000,6.6001,6.7800,420370,GCT
2023-06-02,6.8000,7.0599,6.6504,6.7800,772701,GCT
2023-06-01,6.6600,6.8900,6.4100,6.6800,459323,GCT
2023-05-31,6.8000,6.9000,6.3100,6.7500,528135,GCT
2023-05-30,6.5600,7.3000,6.5300,6.7600,1507811,GCT
2023-05-26,5.9200,7.5000,5.9000,6.4500,5395814,GCT
2023-05-25,7.1000,7.3500,5.7900,5.7900,2318215,GCT
2023-05-24,11.0100,11.7800,7.0300,7.1600,31940023,GCT
2023-05-23,5.4000,5.8500,5.4000,5.6600,138300,GCT
2023-05-22,5.3400,5.5000,5.3000,5.4650,49459,GCT
2023-05-19,5.2600,5.3500,5.2600,5.2700,19110,GCT
2023-05-18,5.2500,5.3900,5.2500,5.2900,73882,GCT
2023-05-17,5.3700,5.4800,5.3100,5.3200,29285,GCT
2023-05-16,5.5000,5.5000,5.2500,5.2700,55477,GCT
2023-05-15,5.2800,5.5000,5.1900,5.5000,74199,GCT
2023-05-12,5.2000,5.2650,5.1100,5.2400,42792,GCT
2023-05-11,5.4900,5.4900,5.1801,5.2400,110254,GCT
2023-05-10,5.3400,5.4500,5.2640,5.4200,68042,GCT
2023-05-09,5.2000,5.4000,5.1900,5.2950,90546,GCT
2023-05-08,5.0000,5.3389,5.0000,5.2600,61805,GCT
2023-05-05,5.2400,5.2550,4.9700,5.0500,145870,GCT
2023-05-04,5.1100,5.7500,5.0100,5.2600,94155,GCT
2023-05-03,5.2400,5.2800,5.1100,5.1800,22169,GCT
2023-05-02,5.4500,5.6300,5.1000,5.1800,164972,GCT
2023-05-01,5.3800,5.6000,5.2900,5.5800,122328,GCT
2023-04-28,5.2600,5.9100,5.1186,5.5300,547077,GCT
2023-04-27,5.1000,5.1016,4.9304,5.0100,75253,GCT
2023-04-26,5.2701,5.3600,5.1000,5.1500,67185,GCT
2023-04-25,5.2201,5.3800,5.2201,5.3000,36045,GCT
2023-04-24,5.2000,5.3400,5.2000,5.3000,54624,GCT
2023-04-21,5.3100,5.4700,5.2439,5.2600,50244,GCT
2023-04-20,5.3799,5.3799,5.2101,5.3000,51735,GCT
2023-04-19,5.5200,5.6100,5.2500,5.3000,97049,GCT
2023-04-18,5.6000,5.6308,5.3911,5.5800,85825,GCT
2023-04-17,5.6600,5.7000,5.5700,5.6000,57512,GCT
2023-04-14,5.8500,5.8800,5.5100,5.5600,99967,GCT
2023-04-13,5.8500,6.0500,5.8500,5.9000,39809,GCT
2023-04-12,6.2500,6.2500,5.9000,5.9400,70208,GCT
2023-04-11,5.7400,6.2200,5.7150,6.2200,111182,GCT
2023-04-10,5.7100,5.8800,5.6200,5.7200,49006,GCT
2023-04-06,5.7250,5.7250,5.4550,5.6300,56112,GCT
2023-04-05,6.0400,6.0600,5.6600,5.7200,87586,GCT
2023-04-04,6.4200,6.4400,5.9500,6.0000,89657,GCT
2023-04-03,6.2200,6.4400,6.2200,6.4200,73913,GCT
2023-03-31,6.0900,6.3400,5.9800,6.3000,136823,GCT
2023-03-30,5.5700,6.1400,5.5700,6.0300,226917,GCT
2023-03-29,5.3800,5.6400,5.3793,5.5700,94325,GCT
2023-03-28,5.4800,5.5550,5.3500,5.3500,82630,GCT
2023-03-27,5.1700,5.4800,5.1600,5.4400,150344,GCT
2023-03-24,5.1600,5.2800,5.1101,5.2100,180176,GCT
2023-03-23,5.1300,5.2400,5.0501,5.1400,162230,GCT
2023-03-22,5.1100,5.2900,5.0600,5.0900,117764,GCT
2023-03-21,5.0500,5.2000,5.0000,5.1500,121181,GCT
2023-03-20,5.1000,5.2300,5.0000,5.0400,99641,GCT
2023-03-17,6.1100,6.1500,5.1090,5.2700,1580200,GCT
2023-03-16,5.8100,6.0800,5.6000,5.8900,221218,GCT
2023-03-15,5.0000,5.8200,5.0000,5.8000,335468,GCT
2023-03-14,5.1900,5.2700,5.0750,5.1000,112803,GCT
2023-03-13,4.9000,5.2200,4.8800,5.2200,159016,GCT
2023-03-10,4.9600,4.9900,4.8550,4.9000,265305,GCT
2023-03-09,4.9400,5.0550,4.8800,4.8800,144359,GCT
2023-03-08,5.0000,5.0600,4.8900,4.9500,141456,GCT
2023-03-07,4.9500,5.0800,4.9500,4.9600,123099,GCT
2023-03-06,4.9800,5.1300,4.9500,4.9500,133463,GCT
2023-03-03,4.9500,5.0200,4.9300,4.9700,159906,GCT
2023-03-02,5.0600,5.0600,4.9000,4.9300,112585,GCT
2023-03-01,5.0600,5.0900,4.9700,5.0000,210499,GCT
2023-02-28,5.1500,5.1500,5.0100,5.0600,217748,GCT
2023-02-27,5.0100,5.2400,5.0100,5.1200,238211,GCT
2023-02-24,5.0500,5.1000,4.9900,5.0100,99567,GCT
2023-02-23,5.0900,5.1550,5.0200,5.0500,82838,GCT
2023-02-22,5.0500,5.1900,5.0500,5.1600,56167,GCT
2023-02-21,5.2800,5.2900,5.0500,5.1200,100831,GCT
2023-02-17,5.2700,5.4100,5.2700,5.3400,53448,GCT
2023-02-16,5.4000,5.4400,5.2586,5.2900,81316,GCT
2023-02-15,5.0600,5.4500,5.0500,5.4200,183494,GCT
2023-02-14,5.0000,5.2050,4.7900,5.1000,131039,GCT
2023-02-13,5.0000,5.1250,4.9000,5.0100,90075,GCT
2023-02-10,5.2900,5.3800,4.8600,4.9400,255047,GCT
2023-02-09,5.4000,5.4100,5.2600,5.2600,67548,GCT
2023-02-08,5.4500,5.4500,5.2800,5.3500,89568,GCT
2023-02-07,5.5700,5.5700,5.3100,5.4300,127492,GCT
2023-02-06,5.8400,5.8800,5.5000,5.5200,232500,GCT
2023-02-03,5.8800,6.0000,5.8200,5.8400,147164,GCT
2023-02-02,5.7700,6.1099,5.7700,5.9100,178729,GCT
2023-02-01,5.8600,5.9100,5.6200,5.8400,225794,GCT
2023-01-31,5.5600,5.8700,5.5600,5.8500,163702,GCT
2023-01-30,5.8100,5.9300,5.5800,5.5900,151430,GCT
2023-01-27,5.7400,6.0000,5.7400,5.9400,170185,GCT
2023-01-26,5.8200,5.9200,5.7400,5.7900,138791,GCT
2023-01-25,5.8400,5.9790,5.7000,5.7800,131523,GCT
2023-01-24,6.0100,6.1440,5.8500,5.8600,157681,GCT
2023-01-23,6.0600,6.2664,5.9801,6.0800,134069,GCT
2023-01-20,6.1600,6.2162,6.0000,6.1200,78905,GCT
2023-01-19,5.9600,6.2000,5.8500,6.1700,102347,GCT
2023-01-18,6.0200,6.1500,5.7100,5.9500,226272,GCT
2023-01-17,6.3500,6.3500,5.9000,6.0400,188172,GCT
2023-01-13,6.0400,6.5499,5.9600,6.3000,206364,GCT
2023-01-12,6.0300,6.1100,5.9200,6.0400,83852,GCT
2023-01-11,5.9700,6.1700,5.9400,6.1100,78213,GCT
2023-01-10,6.0800,6.3100,5.7800,6.0300,133746,GCT
2023-01-09,6.4000,6.4700,6.0900,6.1000,127727,GCT
2023-01-06,6.5000,6.7000,6.0000,6.3500,261477,GCT
2023-01-05,5.8100,6.7300,5.7100,6.3600,555348,GCT
2023-01-04,5.4700,5.7515,5.4600,5.6700,69482,GCT
2023-01-03,5.6000,5.7000,5.3600,5.4700,54489,GCT
2022-12-30,5.6000,5.6900,5.4300,5.6900,50020,GCT
2022-12-29,5.4900,5.6300,5.4100,5.6000,50453,GCT
2022-12-28,5.5100,5.7038,5.2700,5.3600,79319,GCT
2022-12-27,5.5400,5.9382,5.4530,5.6300,136312,GCT
2022-12-23,5.5900,5.5930,5.3800,5.5300,51642,GCT
2022-12-22,5.5900,5.6500,5.4100,5.4100,82961,GCT
2022-12-21,5.5400,5.9000,5.4001,5.7800,92240,GCT
2022-12-20,5.6000,5.6000,5.3700,5.3700,77017,GCT
2022-12-19,5.7900,5.7900,5.3700,5.6500,96397,GCT
2022-12-16,5.6100,5.8900,5.6100,5.7300,99725,GCT
2022-12-15,6.2000,6.3000,5.7000,5.7000,139158,GCT
2022-12-14,6.3600,6.5700,6.1600,6.2500,85957,GCT
2022-12-13,6.7200,6.7500,6.3132,6.4800,98140,GCT
2022-12-12,6.6300,6.7000,6.2500,6.3600,87564,GCT
2022-12-09,6.9200,7.0800,6.4500,6.6400,150724,GCT
2022-12-08,6.8100,6.9800,6.6800,6.8800,129587,GCT
2022-12-07,7.1300,7.2300,6.5500,6.5600,163063,GCT
2022-12-06,7.7500,7.9299,7.1800,7.3400,181445,GCT
2022-12-05,7.9800,8.4800,7.6000,7.8000,456034,GCT
2022-12-02,7.4000,7.7485,7.0300,7.7300,230615,GCT
2022-12-01,7.4200,7.4299,7.0300,7.3000,166881,GCT
2022-11-30,7.6100,8.2000,7.0000,7.3700,639159,GCT
2022-11-29,7.9000,8.6300,7.4500,7.9200,1796949,GCT
2022-11-28,6.0900,8.2000,6.0600,7.9300,2065095,GCT
2022-11-25,5.9700,6.2533,5.8800,6.1600,85454,GCT
2022-11-23,5.9100,5.9250,5.5800,5.8200,83722,GCT
2022-11-22,5.6500,6.0900,5.5800,5.7500,86680,GCT
2022-11-21,5.8700,5.8900,5.5600,5.7000,84483,GCT
2022-11-18,6.4300,6.4300,5.9300,5.9600,101339,GCT
2022-11-17,6.0900,6.3500,5.9300,6.2000,78356,GCT
2022-11-16,6.3800,6.4600,5.8900,6.0900,227513,GCT
2022-11-15,6.6200,6.8800,6.3100,6.6100,369072,GCT
2022-11-14,6.4100,6.5500,6.0500,6.4400,180135,GCT
2022-11-11,6.1200,6.5000,5.5500,6.4300,377759,GCT
2022-11-10,6.0500,6.5999,5.7312,5.9200,494561,GCT
2022-11-09,5.3900,5.8400,4.7000,5.6600,522131,GCT
2022-11-08,5.7200,6.1800,5.4300,5.4300,1264462,GCT
2022-11-07,6.3600,7.4800,5.8200,5.9000,33039898,GCT
2022-11-04,4.5400,4.7800,4.4300,4.6600,167665,GCT
2022-11-03,4.1400,4.4500,4.1400,4.4200,72375,GCT
2022-11-02,4.5000,4.5200,4.2000,4.2700,114406,GCT
2022-11-01,4.7000,4.8400,4.4500,4.4900,117742,GCT
2022-10-31,5.0600,5.0600,4.4512,4.6800,147331,GCT
2022-10-28,5.0400,5.0400,4.6800,4.8600,73360,GCT
2022-10-27,4.9500,5.1031,4.7100,4.7500,65895,GCT
2022-10-26,5.2200,5.3400,4.8100,5.0500,166118,GCT
2022-10-25,4.6000,5.5500,4.5100,5.2200,461441,GCT
2022-10-24,4.8100,4.9300,4.3000,4.6000,222752,GCT
2022-10-21,5.1800,5.1883,4.9000,5.0300,187836,GCT
2022-10-20,5.1800,5.2900,5.0100,5.1300,143946,GCT
2022-10-19,5.3100,5.4700,5.0400,5.1100,211062,GCT
2022-10-18,5.6600,5.7490,5.2920,5.3200,297881,GCT
2022-10-17,6.0700,6.4000,5.6000,5.6200,394065,GCT
2022-10-14,5.9700,6.4700,5.7600,6.1900,495076,GCT
2022-10-13,5.5000,6.2600,5.4600,6.1000,451934,GCT
2022-10-12,6.6000,6.7236,5.6000,5.7000,529345,GCT
2022-10-11,5.8600,7.8400,5.7200,6.3200,1117636,GCT
2022-10-10,6.4200,6.4200,5.8200,6.1900,378938,GCT
2022-10-07,7.4200,7.4500,6.3800,6.3800,489959,GCT
2022-10-06,7.6900,7.9600,7.2600,7.3200,446863,GCT
2022-10-05,7.4800,7.7100,7.0115,7.6700,390902,GCT
2022-10-04,8.4400,8.7200,7.4900,7.6600,697506,GCT
2022-10-03,9.8600,10.3420,8.0500,8.2400,979068,GCT
2022-09-30,11.5000,11.7400,10.1000,10.1100,426128,GCT
2022-09-29,12.3000,12.3700,11.1000,11.4600,333201,GCT
2022-09-28,12.0300,12.9525,12.0000,12.1500,278214,GCT
2022-09-27,12.4600,13.1500,12.0800,12.1000,184739,GCT
2022-09-26,12.7600,13.5900,12.2700,12.4900,177125,GCT
2022-09-23,13.1500,13.2900,11.9300,12.8200,365139,GCT
2022-09-22,12.8000,13.7500,12.8000,13.3200,590419,GCT
2022-09-21,13.7500,14.4200,13.0000,13.0000,434148,GCT
2022-09-20,13.4700,16.5000,13.3000,13.7400,2809460,GCT
2022-09-19,14.5300,15.2819,13.2700,13.2700,471646,GCT
2022-09-16,15.7100,16.3000,14.8500,14.9900,540011,GCT
2022-09-15,16.7800,19.4999,15.9900,16.1100,1384926,GCT
2022-09-14,16.4300,17.6499,15.8100,17.0700,1047318,GCT
2022-09-13,17.1700,17.8000,16.6500,16.8500,458312,GCT
2022-09-12,18.0000,18.9999,17.5000,17.7500,455357,GCT
2022-09-09,20.1800,20.6900,18.0200,18.1000,756759,GCT
2022-09-08,19.6300,22.6500,19.5800,20.1000,1516132,GCT
2022-09-07,19.6100,21.4400,19.5000,20.2200,1004225,GCT
2022-09-06,18.6400,23.4800,17.6000,20.2900,2930469,GCT
2022-09-02,19.9800,21.9600,18.7100,20.0400,3242702,GCT
2022-09-01,14.8100,26.5554,14.6000,23.6500,18817382,GCT
2022-08-31,15.8600,16.2300,14.0405,14.6500,1527873,GCT
2022-08-30,18.9300,19.8000,16.0300,16.5700,957844,GCT
2022-08-29,18.2000,22.2800,17.8395,19.3900,1797120,GCT
2022-08-26,25.3300,25.7489,19.1000,19.3000,2446560,GCT
2022-08-25,30.0000,31.7276,25.2000,25.2000,2395595,GCT
2022-08-24,26.4400,35.7000,25.6001,29.8200,11624815,GCT
2022-08-23,32.6100,34.9000,25.5700,26.6400,7793874,GCT
2022-08-22,54.0100,62.0000,31.2000,41.4100,18397482,GCT
2022-08-19,26.6400,60.0000,24.8100,48.0100,35106208,GCT
2022-08-18,19.2000,21.2200,12.5100,15.6900,11535880,GCT
2023-10-20,0.3300,0.3536,0.3300,0.3433,34038,MGAM
2023-10-19,0.3500,0.3775,0.3400,0.3690,64087,MGAM
2023-10-18,0.3650,0.3950,0.3551,0.3552,30250,MGAM
2023-10-17,0.3800,0.4050,0.3700,0.3700,61284,MGAM
2023-10-16,0.4000,0.4125,0.3800,0.3801,18502,MGAM
2023-10-13,0.4180,0.5162,0.3936,0.4295,63047,MGAM
2023-10-12,0.4800,0.5000,0.4400,0.4402,27890,MGAM
2023-10-11,0.4734,0.5200,0.4734,0.4801,119017,MGAM
2023-10-10,0.4850,0.5600,0.4600,0.4880,263144,MGAM
2023-10-09,0.5433,0.5500,0.4552,0.5000,156909,MGAM
2023-10-06,0.5500,0.6100,0.5451,0.5601,290572,MGAM
2023-10-05,0.4300,0.5500,0.4001,0.5300,559341,MGAM
2023-10-04,0.3755,0.4300,0.3660,0.4199,44718,MGAM
2023-10-03,0.3320,0.3839,0.3320,0.3700,52685,MGAM
2023-10-02,0.3396,0.3770,0.3280,0.3402,109598,MGAM
2023-09-29,0.3600,0.3840,0.3360,0.3462,158568,MGAM
2023-09-28,0.3400,0.3791,0.3230,0.3450,331689,MGAM
2023-09-27,0.2922,0.4876,0.2922,0.3590,3759390,MGAM
2023-09-26,0.2865,0.3130,0.2801,0.2922,80362,MGAM
2023-09-25,0.2900,0.3100,0.2900,0.2900,82796,MGAM
2023-09-22,0.2900,0.3400,0.2850,0.2850,127002,MGAM
2023-09-21,0.3028,0.3059,0.2800,0.2820,129524,MGAM
2023-09-20,0.3150,0.3405,0.2933,0.3060,88076,MGAM
2023-09-19,0.3195,0.3560,0.3093,0.3150,105923,MGAM
2023-09-18,0.3391,0.3600,0.3174,0.3312,150788,MGAM
2023-09-15,0.3520,0.3790,0.3461,0.3490,69357,MGAM
2023-09-14,0.3883,0.4000,0.3505,0.3799,283444,MGAM
2023-09-13,0.3853,0.3930,0.3606,0.3834,98257,MGAM
2023-09-12,0.3910,0.4000,0.3900,0.3900,49784,MGAM
2023-09-11,0.4005,0.4190,0.3800,0.3981,60564,MGAM
2023-09-08,0.3910,0.4150,0.3820,0.4095,28625,MGAM
2023-09-07,0.4024,0.4100,0.3800,0.3820,47136,MGAM
2023-09-06,0.4011,0.4400,0.4001,0.4300,39822,MGAM
2023-09-05,0.4322,0.4400,0.4002,0.4228,44550,MGAM
2023-09-01,0.4000,0.4500,0.3900,0.4201,179570,MGAM
2023-08-31,0.4651,0.4689,0.4213,0.4403,50834,MGAM
2023-08-30,0.4515,0.4688,0.4426,0.4430,24300,MGAM
2023-08-29,0.4700,0.4700,0.4330,0.4655,110711,MGAM
2023-08-28,0.4451,0.4919,0.4340,0.4700,179312,MGAM
2023-08-25,0.4560,0.4900,0.4451,0.4758,108281,MGAM
2023-08-24,0.4574,0.4950,0.4499,0.4700,76462,MGAM
2023-08-23,0.4900,0.4950,0.4400,0.4600,139590,MGAM
2023-08-22,0.5001,0.5190,0.4605,0.5100,223181,MGAM
2023-08-21,0.4500,0.5100,0.4200,0.5098,348812,MGAM
2023-08-18,0.4400,0.4536,0.4100,0.4343,170877,MGAM
2023-08-17,0.5214,0.5214,0.4290,0.4685,620863,MGAM
2023-08-16,0.5315,0.5799,0.5100,0.5338,195970,MGAM
2023-08-15,0.5400,0.5600,0.5200,0.5301,52598,MGAM
2023-08-14,0.5460,0.5700,0.5400,0.5600,104775,MGAM
2023-08-11,0.5800,0.5800,0.5473,0.5760,89926,MGAM
2023-08-10,0.5888,0.5888,0.5520,0.5695,131471,MGAM
2023-08-09,0.6290,0.6290,0.5710,0.6000,199602,MGAM
2023-08-08,0.5675,0.7178,0.5305,0.6140,1076299,MGAM
2023-08-07,0.5722,0.6100,0.5600,0.5775,223607,MGAM
2023-08-04,0.6940,0.6999,0.5900,0.5914,530200,MGAM
2023-08-03,0.6090,0.7500,0.6090,0.7149,1791797,MGAM
2023-08-02,0.6800,0.7900,0.6300,0.6500,2088086,MGAM
2023-08-01,0.6329,0.9900,0.5740,0.8400,27267760,MGAM
2023-07-31,0.5041,0.5300,0.4931,0.5259,4808400,MGAM
2023-07-28,0.5100,0.5499,0.5000,0.5056,88840,MGAM
2023-07-27,0.5400,0.5514,0.5050,0.5050,59740,MGAM
2023-07-26,0.5100,0.5300,0.5100,0.5300,70136,MGAM
2023-07-25,0.5050,0.5340,0.4852,0.5216,97137,MGAM
2023-07-24,0.4910,0.5100,0.4910,0.4911,26498,MGAM
2023-07-21,0.5087,0.5100,0.4903,0.5100,18880,MGAM
2023-07-20,0.5036,0.5100,0.4800,0.5100,42140,MGAM
2023-07-19,0.5000,0.5100,0.4801,0.5100,59669,MGAM
2023-07-18,0.5200,0.5200,0.4890,0.4975,68999,MGAM
2023-07-17,0.5269,0.5331,0.5000,0.5055,24882,MGAM
2023-07-14,0.5380,0.5380,0.5100,0.5350,40160,MGAM
2023-07-13,0.5341,0.5599,0.5180,0.5400,33064,MGAM
2023-07-12,0.5290,0.5599,0.5100,0.5450,115150,MGAM
2023-07-11,0.5130,0.7000,0.4953,0.5600,588105,MGAM
2023-07-10,0.5000,0.5140,0.4603,0.5130,23533,MGAM
2023-07-07,0.4850,0.5100,0.4719,0.4948,40589,MGAM
2023-07-06,0.4834,0.5140,0.4710,0.5000,109962,MGAM
2023-07-05,0.4835,0.5020,0.4611,0.4900,38551,MGAM
2023-07-03,0.4900,0.5000,0.4756,0.4998,37466,MGAM
2023-06-30,0.4850,0.5000,0.4600,0.4932,86410,MGAM
2023-06-29,0.4999,0.5149,0.4800,0.5020,45239,MGAM
2023-06-28,0.4849,0.5000,0.4688,0.4901,31934,MGAM
2023-06-27,0.4785,0.5000,0.4612,0.4615,38583,MGAM
2023-06-26,0.4950,0.5099,0.4500,0.4611,153699,MGAM
2023-06-23,0.5213,0.5600,0.4995,0.4995,115888,MGAM
2023-06-22,0.5400,0.5600,0.5254,0.5350,48882,MGAM
2023-06-21,0.5470,0.5600,0.5300,0.5588,52721,MGAM
2023-06-20,0.5944,0.6402,0.5300,0.5600,526831,MGAM
2023-06-16,0.5400,0.6800,0.5220,0.6551,754582,MGAM
2023-06-15,0.5300,0.5494,0.5151,0.5247,71071,MGAM
2023-06-14,0.5500,0.5678,0.5101,0.5280,177576,MGAM
2023-06-13,0.5500,0.5648,0.5321,0.5370,53231,MGAM
2023-06-12,0.5292,0.5646,0.5220,0.5480,43248,MGAM
2023-06-09,0.5490,0.5700,0.5400,0.5400,37993,MGAM
2023-06-08,0.5556,0.5675,0.5200,0.5490,79256,MGAM
2023-06-07,0.5600,0.5900,0.5460,0.5505,136308,MGAM
2023-06-06,0.5402,0.5700,0.5400,0.5700,63488,MGAM
2023-06-05,0.5400,0.5590,0.5400,0.5549,58889,MGAM
2023-06-02,0.5212,0.5497,0.5200,0.5376,60699,MGAM
2023-06-01,0.5292,0.5500,0.5200,0.5307,63350,MGAM
2023-05-31,0.5300,0.5600,0.5222,0.5400,70263,MGAM
2023-05-30,0.5500,0.5600,0.5200,0.5599,60133,MGAM
2023-05-26,0.5500,0.5543,0.5325,0.5486,86884,MGAM
2023-05-25,0.5310,0.7210,0.5190,0.5684,1268326,MGAM
2023-05-24,0.5400,0.5894,0.5333,0.5501,32879,MGAM
2023-05-23,0.5300,0.5699,0.5300,0.5548,52611,MGAM
2023-05-22,0.5400,0.5600,0.5300,0.5499,117552,MGAM
2023-05-19,0.5500,0.5727,0.5300,0.5599,87114,MGAM
2023-05-18,0.5400,0.5599,0.5200,0.5301,35263,MGAM
2023-05-17,0.5289,0.5600,0.5160,0.5599,74241,MGAM
